bbk_full;bbk_abb;description;changes;;;
;;;65.32-59 Материально-техническое обеспечение сельского хозяйства;;;
;65.32-59;Материально-техническое обеспечение сельского хозяйства;;;;
;65.32-64;Труд в сельском хозяйстве;;;;
;65.32-82;Сельскохозяйственная продукция;;;;
65.321;65.321;Экономика сельскохозяйственных предприятий;;;;
65.321.4;;;См. 65.321 Экономика;;;
;;;сельскохозяйственных предприятий;;;
65.321.8;;;См. 65.321 Экономика;;;
;;;сельскохозяйственных предприятий;;;
65.321.9;;;См. 65.321 Экономика;;;
;;;сельскохозяйственных предприятий;;;
;65.324;Экономика фермерских хозяйств. Экономика личных подсобных;;;;
;;хозяйств населения;;;;
65.325;65.325;Экономика отраслей сельского хозяйства;;;;
65.325.1;65.325.1;Экономика растениеводства;;;;
65.325.2;65.325.2;Экономика животноводства;;;;
65.325.7;65.325.7;Экономика охотничьего хозяйства. Экономика звероводства;;;;
65.325.9;65.325.9;Экономика пригородного сельского хозяйства;;;;
65.326;;;См. 65.324 Экономика фермерских хозяйств. Экономика личных;;;
;;;подсобных хозяйств населения;;;
;;;;;;
65.327;;;См. 65.325.9 Экономика;;;
;;;пригородного сельского хозяйства;;;
65.34;65.34;Экономика лесного хозяйства. Экономика лесоэксплуатации;;;;
65.35;65.35;Экономика рыбного хозяйства.;;;;
;;Экономика рыбной промышленности;;;;
65.37;65.37;Экономика транспорта;;;;
65.38;65.38;Экономика связи;;;;
65.39;;;См. 65.49 Экономика социально-;;;
;;;культурной сферы;;;
65.40;;;См. 65.291.59 Материально- техническое обеспечение.;;;
;;;Логистика;;;
;65.41;Государственные закупки (государственный заказ);;;;
65.42;65.42;Торговля;;;;
65.421;;;См. 65.42 Торговля;;;
65.422;65.422;Внутренняя торговля;;;;
65.422.5;65.422.5;Торговля отдельными товарами;;;;
;65.422.8;Торговая деятельность потребительской кооперации;;;;
65.428;65.428;Внешняя торговля. Международные торговые отношения;;;;
65.43;65.43;Индустрия гостеприимства и туризма;;;;
65.431;65.431;Экономика общественного (внедомашнего) питания. Индустрия;;;;
;;питания;;;;
65.432;65.432;Экономика гостиничного хозяйства;;;;
65.433;65.433;Экономика туризма;;;;
65.44;65.44;Экономика городского хозяйства;;;;
65.441;65.441;Экономика жилищно-коммунального хозяйства;;;;
65.442;65.442;Экономика бытового обслуживания населения;;;;
65.45;65.45;Экономика мелиоративного хозяйства. Экономика водного;;;;
;;хозяйства;;;;
;65.47;Экономика рекламы;;;;
65.49;65.49;Экономика социально-культурной сферы;;;;
65.495;65.495;Экономика здравоохранения;;;;
65.497;65.497;Экономика культуры, науки, просвещения;;;;
65.497.7;65.497.7;Экономика досуговой деятельности;;;;
;;;;;;
65.498.5;65.498.5;Экономика искусства;;;;
65.5;65.5;Мировая экономика. Международные экономические отношения;;;;
;65.59;Внешнеэкономическая деятельность отдельных стран;;;;
;65.59(2Рос);Внешнеэкономическая деятельность России;;;;
65.6;65.6;Экономика развитых стран;;;;
65.7;65.7;Экономика развивающихся стран;;;;
65.8;65.8;Экономика социалистических стран;;;;
65.9;65.9;Экономика отдельных стран и регионов.;;;;
;;Экономика Мирового океана;;;;
65.9(2);;;См. 65.9(2Рос) Экономика;;;
;;;Российской Федерации;;;
65.9(2)-05;;;См. 65.9(2Рос)-05 Статистические;;;
;;;материалы;;;
65.9(2)-5;;;См. 65.9(2Рос)-5;;;
;;;Экономический потенциал;;;
65.9(2)-94;;;См. 65.9(2Рос)-94 Социально- экономическое положение;;;
;;;населения;;;
65.9(2)-96;;;См. 65.9(2Рос)-96 Воспроизводство;;;
65.9(2)-97;;;См. 65.9(2Рос)-97 Экономические циклы;;;
65.9(2)-98;;;См. 65.9(2Рос)-98 Другие проблемы;;;
;;;экономики;;;
65.9(2)07;;;См. 67.404.212 Обязательства по передаче прав владения,;;;
;;;пользования и распоряжения;;;
65.9(2)08;;;См. 65.20 Сектора экономики;;;
65.9(2)09;;;См. 65.292 Экономика отдельных типов и видов организаций;;;
;;;(предприятий, фирм);;;
65.9(2)8;;;См. 65.59(2Рос);;;
;;;Внешнеэкономическая деятельность России;;;
65.9(2…);;;См. 65.9(2Рос...) Экономика;;;
;;;регионов России;;;
;;;;;;
65.9(2Рос)-05;65.9(2Рос)-05;Статистические материалы;;;;
65.9(2Рос)-5;65.9(2Рос)-5;Экономический потенциал;;;;
65.9(2Рос)-56;65.9(2Рос)-56;Инвестиционный климат Российской Федерации;;;;
65.9(2Рос)-94;65.9(2Рос)-94;Социально-экономическое положение населения;;;;
